name;value_euro;wage_euro;height_cm;weight_kgs;age;nationality;overall_rating;positions;preferred_foot;club_team
M. Hauptmann;190000.0;1000.0;152.4;68.0;19;Germany;56;RM,LM,CAM;Right;SG Dynamo Dresden
M. Layer;160000.0;1000.0;187.96;84.8;20;Germany;56;GK;Right;VfR Aalen
Cheng Changcheng;100000.0;2000.0;154.94;78.0;27;China PR;56;ST;Right;Changchun Yatai FC
K. Dybowski;110000.0;1000.0;185.42;79.8;21;Poland;56;GK;Right;Piast Gliwice
O. Aragón;150000.0;1000.0;154.94;72.1;21;Colombia;56;ST;Right;Millonarios FC
M. Sandoval;130000.0;1000.0;167.64;64.9;23;Chile;56;CAM,CM;Right;CD Palestino
K. Ogi;20000.0;1000.0;185.42;76.2;35;Japan;56;GK;Right;Vissel Kobe
J. Rees;110000.0;1000.0;175.26;78.0;25;England;56;CM,CAM;Right;Gillingham
T. Duffus;130000.0;4000.0;185.42;68.0;22;England;56;CM;Right;Cardiff City
D. Dressel;190000.0;1000.0;185.42;74.8;20;Germany;56;CM;Left;TSV 1860 München
M. Kilman;180000.0;5000.0;185.42;79.8;21;England;56;CB,LB,CM;Left;Wolverhampton Wanderers
A. Cvetkovic;110000.0;2000.0;187.96;87.1;23;Serbia;56;RB,CB;Right;Grasshopper Club Zürich
Y. Oki;150000.0;1000.0;182.88;82.1;19;Japan;56;GK;Right;Kashima Antlers
Marc Vito;110000.0;2000.0;187.96;79.8;22;Spain;56;GK;Right;Girona FC
H. Bellman;190000.0;1000.0;170.18;64.9;19;Sweden;56;LM;Right;Östersunds FK
J. Hove;180000.0;1000.0;152.4;72.1;18;Norway;56;CM,CF;Right;Strømsgodset IF
R. Feely;140000.0;1000.0;190.5;76.2;22;Republic of Ireland;56;CB;Right;Waterford FC
E. Le Fée;180000.0;1000.0;170.18;58.1;19;France;56;CM;Right;FC Lorient
R. Cassidy;180000.0;4000.0;175.26;68.9;18;Republic of Ireland;56;ST;Right;Watford
L. Brand;120000.0;1000.0;185.42;74.8;19;Netherlands;56;GK;Right;Willem II
J. Kronig;190000.0;1000.0;185.42;78.0;18;Switzerland;56;CB;Left;BSC Young Boys
Yang Ke;90000.0;2000.0;182.88;78.0;29;China PR;56;RM;Right;Chongqing Dangdai Lifan FC SWM Team
Peng Rui;100000.0;2000.0;175.26;64.9;25;China PR;56;LB,RB;Left;Tianjin TEDA FC
Y. Avcılar;180000.0;1000.0;152.4;60.8;20;Turkey;56;CB;Right;Medipol Başakşehir FK
P. Bird;180000.0;1000.0;187.96;69.9;19;Northern Ireland;56;CB;Right;Notts County
I. Cameron;180000.0;1000.0;190.5;78.0;18;Scotland;56;CF,CAM;Right;Kilmarnock
S. Farsak;120000.0;2000.0;154.94;63.0;20;Turkey;56;CDM;Right;Medipol Başakşehir FK
D. Ingham;130000.0;1000.0;185.42;73.0;19;New Zealand;56;RB,RWB,RM;Right;Brisbane Roar
G. Rogers;180000.0;1000.0;152.4;69.9;18;England;56;RM,LM;Left;Yeovil Town
E. Maulana Vikri;180000.0;1000.0;165.1;64.9;18;Indonesia;56;CAM;Left;Lechia Gdańsk
C. Cooper;130000.0;2000.0;175.26;73.0;21;England;56;CM;Right;Forest Green Rovers
H. Finndell;180000.0;1000.0;152.4;73.9;18;Sweden;56;CM;Right;Djurgårdens IF
G. Tsitaishvili;180000.0;1000.0;170.18;63.0;18;Ukraine;56;RM,LM;Left;Dynamo Kyiv
C. Ellis;150000.0;1000.0;172.72;69.9;21;Republic of Ireland;56;ST;Right;Limerick FC
D. Pierias;170000.0;1000.0;167.64;63.0;19;Australia;56;RB;Right;Melbourne City FC
O. Al Suhaymi;90000.0;3000.0;175.26;63.0;26;Saudi Arabia;56;CDM,CM;Left;Al Faisaly
A. Eichhorn;120000.0;1000.0;172.72;64.9;20;Germany;56;RB;Right;SC Fortuna Köln
A. Jakupović;200000.0;2000.0;185.42;81.2;20;Austria;56;ST,CF,LW;Left;SK Sturm Graz
K. Fatkic;140000.0;2000.0;185.42;74.8;21;Slovenia;56;CAM;Left;FC Thun
M. Stajduhar;160000.0;1000.0;187.96;86.2;21;United States;56;GK;Right;Orlando City SC
Lee Joon Hee;90000.0;1000.0;193.04;88.9;25;Korea Republic;56;GK;Right;Daegu FC
N. Al Dajani;160000.0;2000.0;170.18;68.0;22;Saudi Arabia;56;CAM,CM;Right;Al Taawoun
E. Chilufya;190000.0;1000.0;170.18;68.0;19;Zambia;56;ST,RM;Right;Djurgårdens IF
I. Ünal;140000.0;1000.0;154.94;73.0;21;Turkey;56;GK;Right;Alanyaspor
R. Ito;130000.0;1000.0;154.94;69.9;20;Japan;56;LM;Right;Sagan Tosu
R. Motegi;120000.0;1000.0;175.26;68.0;22;Japan;56;CB,RB,CDM;Right;Urawa Red Diamonds
I. Pearce;160000.0;1000.0;165.1;62.1;20;England;56;ST;Right;Forest Green Rovers
J. Lalrinzuala;;;175.26;68.0;20;India;56;LB,LM;Left;
A. Hudu;160000.0;1000.0;167.64;64.9;18;Ghana;56;CM;Right;Hammarby IF
Wei Zhen;120000.0;2000.0;187.96;78.0;22;China PR;56;CB;Right;Shanghai SIPG FC
K. Osako;120000.0;1000.0;185.42;86.2;19;Japan;56;GK;Right;Sanfrecce Hiroshima
W. Fitzgerald;140000.0;1000.0;187.96;73.0;19;Republic of Ireland;56;LM;Right;Limerick FC
A. Kuruniyan;;;175.26;69.9;21;India;56;LW,LM,ST;Left;India
Zhu Xiaogang;70000.0;2000.0;182.88;74.8;31;China PR;56;CDM;Right;Dalian YiFang FC
A. Alonzo;150000.0;1000.0;185.42;72.1;19;Mexico;56;GK;Right;Club Necaxa
L. Connell;180000.0;1000.0;152.4;74.8;17;Republic of Ireland;56;CM,LM;Right;Bolton Wanderers
A. Nurudeen;140000.0;1000.0;190.5;77.1;20;Ghana;56;GK;Right;KAS Eupen
C. Kelly;140000.0;1000.0;190.5;78.0;20;Republic of Ireland;56;CB,LB;Left;St. Patrick's Athletic
D. Pakulski;140000.0;1000.0;175.26;66.2;20;Poland;56;RM;Right;Zagłębie Lubin
Y. Takeda;50000.0;1000.0;190.5;81.2;31;Japan;56;GK;Right;Nagoya Grampus
T. Isherwood;180000.0;1000.0;195.58;88.0;21;Sweden;56;CB;Left;Östersunds FK
D. Hayes;100000.0;1000.0;167.64;72.1;23;Republic of Ireland;56;RB;Right;Bray Wanderers
L. Archimède;150000.0;1000.0;190.5;78.0;19;France;56;ST;Right;FC Sochaux-Montbéliard
C. Lokoli-Ngoy;180000.0;1000.0;187.96;81.2;22;Australia;56;ST;Right;Brisbane Roar
J. McGarry;140000.0;1000.0;152.4;72.1;20;New Zealand;56;LW,LB;Left;Willem II
W. Le Pogam;90000.0;1000.0;182.88;74.8;26;France;56;LB,LWB;Left;Neuchâtel Xamax
M. Miño;160000.0;1000.0;182.88;79.8;21;Argentina;56;GK;Right;Rosario Central
M. Minder;90000.0;1000.0;187.96;84.8;26;Switzerland;56;GK;Left;Neuchâtel Xamax
H. Al Shaie;150000.0;2000.0;167.64;59.0;20;Saudi Arabia;55;ST;Right;Al Hazem
C. Lindley;190000.0;1000.0;175.26;73.0;21;United States;55;CM;Right;Orlando City SC
A. Fisher;110000.0;3000.0;187.96;73.0;21;England;55;GK;Right;Blackburn Rovers
M. Bower;140000.0;1000.0;198.12;82.1;20;England;55;CB;Left;Cheltenham Town
M. McCrudden;110000.0;1000.0;152.4;68.9;27;Northern Ireland;55;ST,LM;Right;Derry City
N. Suksum;150000.0;1000.0;175.26;64.9;21;Thailand;55;ST;Right;FC Tokyo
B. Garcés;120000.0;1000.0;175.26;69.9;25;Colombia;55;ST;Right;Atlético Huila
B. Kirdar;190000.0;1000.0;167.64;64.9;17;Australia;55;CAM;Right;Melbourne Victory
M. Al Thani;140000.0;3000.0;175.26;64.0;22;Saudi Arabia;55;RM,LM;Right;Al Faisaly
S. Junqua;130000.0;1000.0;182.88;77.1;22;United States;55;LB;Left;Houston Dynamo
W. Hanssen;130000.0;1000.0;152.4;74.8;20;Norway;55;ST;Right;FK Bodø/Glimt
T. Umeda;140000.0;1000.0;182.88;78.9;18;Japan;55;GK;Right;Shimizu S-Pulse
Yan Zhiyu;90000.0;2000.0;170.18;64.9;26;China PR;55;LB;Left;Changchun Yatai FC
M. Roseth;170000.0;1000.0;187.96;78.0;20;Norway;55;CB,LB;Left;Molde FK
T. Issa;130000.0;2000.0;170.18;69.9;21;England;55;ST,LM,CAM;Left;Colchester United
D. Arias;160000.0;1000.0;182.88;73.9;19;Chile;55;ST,RW;Right;Club Deportes Temuco
Y. Nishimura;120000.0;1000.0;182.88;71.2;19;Japan;55;CM,LM;Right;Shimizu S-Pulse
D. Błanik;140000.0;1000.0;172.72;63.0;21;Poland;55;RM;Right;Pogoń Szczecin
J. García;180000.0;1000.0;165.1;53.1;17;Mexico;55;CB;Right;Cruz Azul
Y. Taki;180000.0;1000.0;167.64;55.8;19;Japan;55;CM,CAM;Right;Shimizu S-Pulse
T. Amos;140000.0;1000.0;195.58;79.8;21;Sweden;55;GK;Right;IFK Göteborg
C. Moya;150000.0;1000.0;154.94;69.9;21;Colombia;55;CB;Right;Atlético Nacional
J. Kayode;180000.0;3000.0;190.5;74.8;18;Nigeria;55;ST;Right;Rotherham United
M. Matic;110000.0;1000.0;185.42;76.2;23;Switzerland;55;GK;Right;Grasshopper Club Zürich
A. Payne;180000.0;2000.0;152.4;73.0;19;England;55;CM;Right;Norwich City
A. Doğan;160000.0;1000.0;154.94;69.9;17;Turkey;55;CB;Right;Kayserispor
I. Sekigawa;160000.0;1000.0;182.88;72.1;18;Japan;55;CB;Right;Kashima Antlers
B. Niezgoda;150000.0;1000.0;198.12;84.8;19;Poland;55;GK;Right;Jagiellonia Białystok
A. Baun;140000.0;1000.0;193.04;84.8;23;Denmark;55;RM,LM;Right;Hobro IK
K. Dawes;160000.0;2000.0;175.26;73.9;19;England;55;RB;Right;Birmingham City
D. Enomoto;120000.0;1000.0;162.56;59.9;22;Japan;55;LW,CF;Right;Nagoya Grampus
B. Lyons;160000.0;4000.0;182.88;76.2;21;Northern Ireland;55;CM,CAM;Right;St. Mirren
H. Offia;140000.0;1000.0;175.26;81.2;19;Nigeria;55;LM;Right;IK Sirius
R. Parkes;90000.0;1000.0;193.04;88.0;28;Jamaica;55;ST;Right;Sligo Rovers
W. Scott;140000.0;1000.0;175.26;69.9;19;Australia;55;LB;Right;Perth Glory
C. Gregory;150000.0;1000.0;193.04;74.8;19;England;55;GK;Right;Shrewsbury
D. Leverock;90000.0;1000.0;195.58;86.2;26;Bermuda;55;CB;Right;Sligo Rovers
M. Welch-Hayes;110000.0;1000.0;154.94;77.1;22;England;55;RB,LB;Right;Macclesfield Town
K. Yamaguchi;120000.0;1000.0;154.94;49.9;23;Japan;55;CF,ST;Right;Shonan Bellmare
D. Marzino;100000.0;1000.0;182.88;79.8;22;Switzerland;55;GK;Right;BSC Young Boys
I. Hutchinson;160000.0;1000.0;152.4;69.9;18;England;55;CAM;Right;Southend United
E. Küc;140000.0;1000.0;152.4;76.2;22;Germany;55;CAM,LM;Right;FC Würzburger Kickers
L. Gelzleichter;180000.0;2000.0;182.88;67.1;18;Germany;55;ST;Right;SV Darmstadt 98
N. Ochojski;140000.0;1000.0;182.88;73.0;20;Germany;55;CDM;Right;SC Fortuna Köln
Xiao Yufeng;100000.0;1000.0;185.42;79.8;24;China PR;55;CB;Right;Changchun Yatai FC
E. Crona;180000.0;1000.0;185.42;76.2;19;Sweden;55;ST;Right;Kalmar FF
A. Nelson;200000.0;1000.0;154.94;78.0;21;England;55;ST;Right;Dundee FC
R. Piscitelli;80000.0;1000.0;185.42;79.8;25;Italy;55;GK;Left;Carpi
J. Arias;150000.0;1000.0;167.64;69.9;21;Colombia;55;RW;Right;Patriotas Boyacá FC
L. Davies;130000.0;1000.0;154.94;69.9;19;England;55;RB;Right;Cambridge United
S. Diallo;190000.0;4000.0;154.94;72.1;19;England;55;CM,CDM;Right;Wolverhampton Wanderers
A. Hodžić;160000.0;1000.0;185.42;87.1;19;Austria;55;ST;Right;Wolfsberger AC
M. Leiva;180000.0;1000.0;170.18;67.1;19;Chile;55;ST;Right;CD Everton de Viña del Mar
F. Bahi;140000.0;1000.0;175.26;69.9;19;Guinea;55;LB;Left;KAA Gent
M. Attiyah;110000.0;3000.0;167.64;74.8;26;Saudi Arabia;55;CM,LM;Right;Ohod Club
A. Takagi;160000.0;2000.0;175.26;64.9;21;Japan;55;ST;Right;Gamba Osaka
Liu Yue;140000.0;2000.0;175.26;66.2;21;China PR;55;LM,CAM;Right;Tianjin Quanjian FC
T. Mourdoukoutas;170000.0;1000.0;187.96;77.1;20;Australia;55;CB;Right;Western Sydney Wanderers
R. Al Najjar;90000.0;3000.0;187.96;82.1;23;Saudi Arabia;55;GK;Right;Al Ittihad
K. Taimi;;;193.04;84.8;27;Finland;55;RB,CB;Right;Finland
D. Pipe;30000.0;1000.0;175.26;77.1;35;Wales;55;RWB,RB;Right;Newport County
J. Vahtera;140000.0;1000.0;175.26;68.9;23;Finland;55;CAM,RW;Left;HJK Helsinki
S. Boyd;170000.0;1000.0;154.94;69.9;21;Scotland;55;ST;Right;Hamilton Academical FC
K. Tshiend;180000.0;1000.0;154.94;69.9;17;Belgium;55;RW,LW;Right;Sporting de Charleroi
R. Clampin;170000.0;1000.0;154.94;69.9;20;England;55;LB,LM,LWB;Left;Colchester United
J. Dakir;110000.0;1000.0;190.5;76.2;21;Denmark;55;GK;Right;Randers FC
H. Pickering;170000.0;1000.0;152.4;78.0;20;England;55;LB;Left;Crewe Alexandra
M. Olsen;150000.0;1000.0;182.88;77.1;21;Faroe Islands;55;LM;Right;Kristiansund BK
M. Augdal;120000.0;1000.0;175.26;64.9;24;Norway;55;CM;Right;Ranheim Fotball
K. Thiesson Kristensen;150000.0;1000.0;190.5;74.8;19;Denmark;55;GK;Right;Aarhus GF
A. Bustamante;140000.0;1000.0;170.18;62.1;21;United States;55;CM;Right;DC United
N. Bai;150000.0;1000.0;152.4;69.9;20;France;55;LB;Left;Chamois Niortais Football Club
D. Ojo;160000.0;1000.0;172.72;68.9;18;Italy;55;LB;Left;Yeovil Town
H. Palacios;200000.0;1000.0;152.4;67.1;19;Colombia;55;RW;Right;Atlético Nacional
L. Ward;160000.0;2000.0;195.58;81.2;22;England;55;GK;Right;Forest Green Rovers
Ruan;100000.0;1000.0;170.18;79.8;23;Brazil;55;RB;Right;Orlando City SC
F. Botiseriu;170000.0;1000.0;152.4;73.9;19;Germany;55;LB;Left;1. FC Kaiserslautern
S. Svenlén;110000.0;1000.0;154.94;69.9;18;Sweden;55;CB;Right;IF Brommapojkarna
Kim Sun Woo;90000.0;1000.0;187.96;81.2;25;Korea Republic;55;GK;Right;Suwon Samsung Bluewings
K. Björklund;170000.0;1000.0;154.94;74.8;19;Sweden;55;CB;Right;Hammarby IF
A. Sow;180000.0;1000.0;152.4;67.1;18;Senegal;55;RW;Right;Racing Club de Lens
C. Giuliani;120000.0;1000.0;187.96;79.8;19;Austria;54;GK;Left;SK Sturm Graz
C. Hulme;100000.0;1000.0;170.18;64.9;18;England;54;CAM,CM;Right;Bury
C. Scott;150000.0;1000.0;152.4;74.8;20;England;54;ST;Right;Dundee FC
A. Long;100000.0;1000.0;185.42;79.8;21;France;54;GK;Right;FC Sochaux-Montbéliard
S. Barone;90000.0;1000.0;182.88;73.0;19;Italy;54;GK;Right;Spezia
L. Colville;110000.0;1000.0;185.42;69.9;20;England;54;LM,CAM;Left;Bradford City
R. German;150000.0;1000.0;182.88;78.9;20;England;54;ST;Right;Crawley Town
J. McCracken;130000.0;1000.0;185.42;71.2;18;Scotland;54;GK;Right;Norwich City
D. Smith;140000.0;1000.0;152.4;62.1;19;England;54;ST,CAM,RW;Right;Cork City
Gianluca Zanette;90000.0;1000.0;187.96;83.0;21;Brazil;54;GK;Right;Vejle Boldklub
D. Dillon;150000.0;1000.0;152.4;76.2;19;Republic of Ireland;54;ST,CAM;Right;Shamrock Rovers
O. Sims;130000.0;1000.0;172.72;69.9;17;England;54;LM,ST;Left;Colchester United
J. Mora;100000.0;1000.0;175.26;71.2;22;Colombia;54;CDM;Right;Boyacá Chicó FC
A. Al Shammari;60000.0;2000.0;185.42;83.0;27;Saudi Arabia;54;GK;Right;Al Raed
Li Rui;100000.0;2000.0;190.5;83.0;24;China PR;54;ST;Right;Guangzhou R&F FC
D. Castro;90000.0;1000.0;170.18;64.0;24;Chile;54;ST;Right;Unión La Calera
J. Kerr;110000.0;1000.0;152.4;69.9;21;Scotland;54;RB;Right;Derry City
K. Viveros;160000.0;1000.0;154.94;77.1;18;Colombia;54;ST;Right;América de Cali
L. Russe;110000.0;1000.0;165.1;64.0;19;England;54;CM;Right;Bristol Rovers
S. Gucciardo;120000.0;1000.0;170.18;69.9;19;Turkey;54;ST,LM;Left;SC Paderborn 07
T. Garratt;100000.0;1000.0;182.88;72.1;22;England;54;LB,CB;Left;AFC Wimbledon
E. McGinty;110000.0;1000.0;187.96;64.9;19;Republic of Ireland;54;GK;Left;Sligo Rovers
T. Kircher;100000.0;1000.0;154.94;68.0;19;Germany;54;RB;Right;Karlsruher SC
T. Lillevold Johnsen;100000.0;1000.0;152.4;74.8;18;Norway;54;RW;Right;FK Bodø/Glimt
J. Zapata;80000.0;1000.0;170.18;59.9;26;Colombia;54;CM;Right;Jaguares de Córdoba
Andre Shinyashiki;130000.0;1000.0;175.26;68.0;21;Brazil;54;ST;Right;Colorado Rapids
L. Alarcón;130000.0;1000.0;182.88;82.1;19;Chile;54;CB;Right;Universidad de Chile
K. Yoshio;100000.0;1000.0;167.64;63.0;20;Japan;54;CAM,CM;Left;Vegalta Sendai
R. Gutiérrez;80000.0;1000.0;154.94;76.2;22;Mexico;54;GK;Right;Monarcas Morelia
B. Syla;90000.0;2000.0;170.18;66.2;21;Austria;54;CAM;Right;Wolfsberger AC
I. Núñez;130000.0;1000.0;175.26;68.9;20;Chile;54;CB,RB;Right;Unión Española
C. Salomón;110000.0;1000.0;182.88;68.0;18;Chile;54;CB;Right;Universidad Católica
Kang Yun Koo;80000.0;1000.0;170.18;69.9;26;Korea Republic;54;LM;Left;Daegu FC
I. Angking;130000.0;1000.0;152.4;73.0;19;United States;54;CDM;Right;New England Revolution
M. Zennaro;130000.0;1000.0;154.94;69.9;18;Italy;54;CM;Right;Venezia FC
R. Källman;120000.0;1000.0;200.66;79.8;20;Finland;54;GK;Right;HJK Helsinki
D. Ryndak;70000.0;1000.0;152.4;68.0;29;Poland;54;RM;Right;Zagłębie Sosnowiec
F. Murray;150000.0;1000.0;172.72;68.0;19;Scotland;54;LM;Right;Hibernian
S. Awaka;60000.0;1000.0;187.96;77.1;24;Japan;54;GK;Right;Hokkaido Consadole Sapporo
O. Klitten;140000.0;1000.0;182.88;68.0;18;Denmark;54;ST,LM;Right;Aalborg BK
S. Walker;150000.0;4000.0;170.18;64.9;18;England;54;ST,CAM;Right;Milton Keynes Dons
G. Singh;;;152.4;72.1;22;India;54;CM;Right;India
A. Zabani;100000.0;3000.0;170.18;67.1;21;Saudi Arabia;54;CDM,CB,RB;Right;Al Batin
D. Lalhlimpuia;;;182.88;76.2;21;India;54;ST,RW;Right;
Shen Shuaishuai;120000.0;1000.0;187.96;74.8;19;China PR;54;GK;Right;Guangzhou R&F FC
H. Constant;110000.0;1000.0;182.88;69.9;19;France;54;GK;Right;AS Nancy Lorraine
G. Morandi;150000.0;1000.0;154.94;77.1;20;Switzerland;54;CAM,LM;Right;Grasshopper Club Zürich
B. Morgado;130000.0;3000.0;175.26;64.9;21;Switzerland;54;LB,LWB;Left;FC Sion
Yu Zhen;90000.0;1000.0;152.4;73.9;21;China PR;54;CDM;Right;Dalian YiFang FC
J. Isaksen;120000.0;1000.0;182.88;68.0;19;Norway;54;CM;Right;Kristiansund BK
M. Onada;80000.0;1000.0;154.94;68.9;22;Japan;54;LB,CB,LM;Right;Shonan Bellmare
M. Saavedra;140000.0;1000.0;160.02;53.1;19;Chile;54;ST;Right;Audax Italiano
H. Keto;110000.0;1000.0;193.04;78.9;21;Finland;54;GK;Right;Waterford FC
W. Alarcón;120000.0;1000.0;154.94;69.9;18;Chile;54;CAM;Right;Colo-Colo
M. Nishimoto;90000.0;1000.0;152.4;63.0;22;Japan;54;LM;Right;Cerezo Osaka
V. Fazliu;100000.0;1000.0;182.88;74.8;23;Switzerland;54;CM,CDM;Right;FC Lugano
A. Hartridge;130000.0;1000.0;182.88;69.9;20;England;54;LB,CB;Left;Exeter City
Feng Gang;90000.0;2000.0;175.26;62.1;26;China PR;54;CM;Right;Hebei China Fortune FC
Cho Jae Wan;90000.0;1000.0;175.26;69.9;23;Korea Republic;54;ST;Right;Gangwon FC
L. Nutz;110000.0;1000.0;175.26;68.9;19;Argentina;54;LB;Left;Club Atlético Tigre
J. Storevik;100000.0;1000.0;185.42;83.0;22;Norway;54;GK;Right;Sandefjord Fotball
Liu Boyang;80000.0;1000.0;175.26;68.0;22;China PR;54;RB;Right;Beijing Renhe FC
A. Tymiński;90000.0;1000.0;187.96;74.8;19;Poland;54;CB;Right;Piast Gliwice
D. Łuczak;100000.0;1000.0;152.4;72.1;22;Poland;54;LM,RM;Right;Śląsk Wrocław
P. Kekeris;140000.0;1000.0;172.72;64.9;19;Australia;54;LW;Right;Central Coast Mariners
J. Lindgren;110000.0;1000.0;182.88;79.8;21;Sweden;54;GK;Right;IFK Norrköping
M. Nuhanovic;80000.0;1000.0;182.88;78.0;19;Sweden;53;GK;Right;Trelleborgs FF
V. Rai;;;182.88;73.9;21;India;53;CM;Right;India
T. Hamer;110000.0;1000.0;187.96;79.8;19;England;53;RB,CB;Right;Oldham Athletic
Zheng Yiming;80000.0;2000.0;185.42;74.8;22;China PR;53;RB;Right;Beijing Sinobo Guoan FC
T. Hama;70000.0;1000.0;182.88;73.0;20;Japan;53;CB;Right;Hokkaido Consadole Sapporo
L. Talbro;110000.0;1000.0;182.88;64.0;19;Denmark;53;RB,RWB;Right;FC Nordsjælland
M. Schlosser;70000.0;1000.0;154.94;74.8;20;Germany;53;GK;Right;FC Erzgebirge Aue
O. Breistøl;110000.0;1000.0;185.42;73.0;20;Norway;53;CM;Right;Sandefjord Fotball
E. Löder;80000.0;1000.0;182.88;67.1;18;Germany;53;CAM;Right;FC Erzgebirge Aue
Y. Kurihara;20000.0;1000.0;182.88;79.8;35;Japan;53;CB;Right;Yokohama F. Marinos
J. González;90000.0;1000.0;170.18;59.9;22;Panama;53;RM;Right;La Equidad
Xu Jiamin;60000.0;1000.0;193.04;83.0;24;China PR;53;GK;Right;Beijing Renhe FC
M. Tomizawa;60000.0;1000.0;187.96;77.1;25;Japan;53;GK;Right;V-Varen Nagasaki
R. Gorman;70000.0;1000.0;182.88;74.8;25;Republic of Ireland;53;CB,CDM;Right;Bray Wanderers
F. Barragán;130000.0;1000.0;152.4;73.0;20;Colombia;53;CAM;Right;Atlético Bucaramanga
J. Pukaj;100000.0;1000.0;190.5;84.8;19;Switzerland;53;GK;Right;FC Basel 1893
K. Harada;120000.0;1000.0;170.18;59.9;18;Japan;53;CAM,CM;Right;Kawasaki Frontale
V. Vesiaho;100000.0;1000.0;182.88;82.1;20;Finland;53;CB;Right;HJK Helsinki
N. Suman;100000.0;1000.0;193.04;77.1;19;Australia;53;GK;Left;Western Sydney Wanderers
Y. Kaiser;80000.0;2000.0;182.88;76.2;20;Switzerland;53;CB;Right;FC Basel 1893
Felipe Ferreyra;130000.0;1000.0;175.26;72.1;20;Brazil;53;ST;Right;Curicó Unido
M. Matsumoto;80000.0;1000.0;175.26;68.9;24;Japan;53;CM,CDM;Right;Júbilo Iwata
W. Jääskeläinen;100000.0;1000.0;182.88;73.0;20;Finland;53;GK;Right;Crewe Alexandra
R. Miura;50000.0;1000.0;154.94;74.8;26;Japan;53;GK;Right;Júbilo Iwata
T. Herbots;100000.0;1000.0;185.42;69.9;17;Belgium;53;GK;Right;Sint-Truidense VV
A. Pedersen;60000.0;1000.0;187.96;89.8;23;Norway;53;GK;Right;IK Start
Ji Xiaoxuan;80000.0;1000.0;154.94;68.0;25;China PR;53;CAM;Right;AJ Auxerre
L. Pelletier;100000.0;1000.0;185.42;74.8;19;France;53;GK;Right;RC Strasbourg Alsace
E. Jacobsen;70000.0;1000.0;185.42;79.8;19;Norway;53;GK;Right;Tromsø IL
S. Hausner;110000.0;1000.0;187.96;78.0;18;Denmark;53;CB;Left;Aarhus GF
M. Christiansen;60000.0;1000.0;198.12;79.8;18;Norway;53;GK;Right;Lillestrøm SK
B. Manosalva;70000.0;1000.0;185.42;78.0;21;Chile;53;GK;Right;CD Huachipato
M. Wenssens;110000.0;1000.0;193.04;87.1;17;Belgium;53;GK;Right;Sint-Truidense VV
J. Smylie;100000.0;1000.0;154.94;76.2;19;Australia;53;ST;Right;Central Coast Mariners
G. Vannucchi;60000.0;1000.0;152.4;77.1;23;Italy;53;GK;Right;US Salernitana 1919
Choi Beom Kyung;100000.0;1000.0;175.26;73.0;21;Korea Republic;53;CM;Right;Incheon United FC
Wen Zhixiang;50000.0;1000.0;193.04;96.2;25;China PR;53;GK;Right;Henan Jianye FC
Y. Mustafa;100000.0;1000.0;175.26;69.9;20;Australia;53;ST;Right;Perth Glory
R. Stewart;70000.0;1000.0;187.96;71.2;23;Scotland;53;GK;Right;Livingston FC
K. Yamada;90000.0;1000.0;175.26;59.9;19;Japan;53;CM,CF,RB;Right;Yokohama F. Marinos
S. Warde;100000.0;2000.0;185.42;79.8;20;Republic of Ireland;53;CM;Right;Sligo Rovers
J. McCombe;10000.0;2000.0;195.58;78.9;36;England;53;CB;Right;Lincoln City
Wen Junjie;90000.0;2000.0;182.88;72.1;21;China PR;53;CB;Right;Tianjin Quanjian FC
S. Brynn;110000.0;2000.0;185.42;69.9;18;England;53;GK;Right;Middlesbrough
A. Bates;120000.0;1000.0;175.26;64.0;17;England;53;CM,CAM;Right;Walsall
L. Sedlak;80000.0;1000.0;187.96;78.9;19;Germany;53;GK;Right;FC Carl Zeiss Jena
J. Larsen;120000.0;1000.0;193.04;78.9;19;Norway;53;ST;Right;Sarpsborg 08 FF
J. Pia;120000.0;1000.0;170.18;74.8;18;Germany;53;ST;Left;MSV Duisburg
A. Yusuf;120000.0;1000.0;175.26;66.2;18;Nigeria;53;CM;Right;IFK Göteborg
R. Ogle;90000.0;1000.0;172.72;66.2;19;Australia;53;RB,LB;Right;Accrington Stanley
S. Dalby;120000.0;1000.0;190.5;78.0;19;England;53;ST;Right;Morecambe
David da Silva;60000.0;1000.0;185.42;82.1;29;Brazil;53;ST;Right;Pohang Steelers
J. Widell Zetterström;60000.0;1000.0;195.58;82.1;20;Sweden;53;GK;Right;Djurgårdens IF
J. Giraldo;90000.0;1000.0;190.5;82.1;21;Colombia;53;CB,LB;Left;Independiente Medellín
W. Długosz;90000.0;1000.0;182.88;64.0;18;Poland;53;CAM;Right;Korona Kielce
L. Jephcott;120000.0;1000.0;152.4;74.8;19;Wales;53;ST,RM;Right;Plymouth Argyle
E. Idem;100000.0;1000.0;187.96;66.2;20;England;53;GK;Right;Macclesfield Town
D. Makoma;100000.0;1000.0;185.42;78.0;20;France;53;CM;Right;Stevenage
S. Lusiusz;100000.0;1000.0;185.42;74.8;19;Poland;53;CM;Right;Cracovia
H. Araki;70000.0;1000.0;185.42;74.8;22;Japan;53;CB;Right;Sanfrecce Hiroshima
L. Nygren;90000.0;1000.0;182.88;76.2;20;Sweden;53;CB;Right;IK Sirius
D. Gibbons;80000.0;1000.0;193.04;83.9;20;Republic of Ireland;53;CB,RB;Right;Bray Wanderers
L. Brook;130000.0;1000.0;152.4;68.9;18;Australia;53;CAM;Left;Adelaide United
